Date,Daytime,Ride_Name,Park_Name,WaitTime,Fast_Pass_Plus_Tickets,Total_Ticket_Sale_In_Last_Hour,Highest_Age_Group
2024-01-03,16:00:00,Pirates of the Caribbean,Adventureland,87,61,155,Child
2024-01-03,17:00:00,Pirates of the Caribbean,Adventureland,52,38,104,Senior
2024-01-03,18:00:00,Pirates of the Caribbean,Adventureland,88,62,182,Senior
2024-01-03,19:00:00,Pirates of the Caribbean,Adventureland,78,42,133,Senior
2024-01-03,20:00:00,Pirates of the Caribbean,Adventureland,45,37,91,Senior
2024-01-03,21:00:00,Pirates of the Caribbean,Adventureland,49,21,69,Teen
2024-01-03,22:00:00,Pirates of the Caribbean,Adventureland,48,14,68,Adult
2024-01-03,09:00:00,Big Thunder Mountain,Frontierland,79,45,104,Child
2024-01-03,10:00:00,Big Thunder Mountain,Frontierland,85,34,83,Senior
2024-01-03,11:00:00,Big Thunder Mountain,Frontierland,81,28,66,Child
2024-01-03,12:00:00,Big Thunder Mountain,Frontierland,49,30,97,Teen
2024-01-03,13:00:00,Big Thunder Mountain,Frontierland,43,33,101,Senior
2024-01-03,14:00:00,Big Thunder Mountain,Frontierland,73,110,268,Teen
2024-01-03,15:00:00,Big Thunder Mountain,Frontierland,51,154,260,Child
2024-01-03,16:00:00,Big Thunder Mountain,Frontierland,54,105,214,Senior
2024-01-03,17:00:00,Big Thunder Mountain,Frontierland,61,68,204,Senior
2024-01-03,18:00:00,Big Thunder Mountain,Frontierland,54,99,246,Senior
2024-01-03,19:00:00,Big Thunder Mountain,Frontierland,41,76,139,Adult
2024-01-03,20:00:00,Big Thunder Mountain,Frontierland,76,20,50,Teen
2024-01-03,21:00:00,Big Thunder Mountain,Frontierland,71,39,100,Senior
2024-01-03,22:00:00,Big Thunder Mountain,Frontierland,67,18,66,Teen
2024-01-03,09:00:00,Haunted Mansion,Liberty Square,60,41,112,Teen
2024-01-03,10:00:00,Haunted Mansion,Liberty Square,54,7,71,Senior
2024-01-03,11:00:00,Haunted Mansion,Liberty Square,44,8,94,Teen
2024-01-03,12:00:00,Haunted Mansion,Liberty Square,82,11,103,Teen
2024-01-03,13:00:00,Haunted Mansion,Liberty Square,52,38,111,Adult
2024-01-03,14:00:00,Haunted Mansion,Liberty Square,70,138,259,Child
2024-01-03,15:00:00,Haunted Mansion,Liberty Square,82,91,251,Senior
2024-01-03,16:00:00,Haunted Mansion,Liberty Square,79,54,149,Senior
2024-01-03,17:00:00,Haunted Mansion,Liberty Square,60,40,110,Adult
2024-01-03,18:00:00,Haunted Mansion,Liberty Square,65,101,287,Adult
2024-01-03,19:00:00,Haunted Mansion,Liberty Square,46,69,179,Senior
2024-01-03,20:00:00,Haunted Mansion,Liberty Square,40,38,68,Child
2024-01-03,21:00:00,Haunted Mansion,Liberty Square,43,37,99,Senior
2024-01-03,22:00:00,Haunted Mansion,Liberty Square,71,17,77,Senior
2024-01-03,09:00:00,Jungle Cruise,Adventureland,87,21,59,Child
2024-01-03,10:00:00,Jungle Cruise,Adventureland,74,10,95,Senior
2024-01-03,11:00:00,Jungle Cruise,Adventureland,66,12,80,Adult
2024-01-03,12:00:00,Jungle Cruise,Adventureland,48,14,60,Adult
2024-01-03,13:00:00,Jungle Cruise,Adventureland,89,72,198,Adult
2024-01-03,14:00:00,Jungle Cruise,Adventureland,54,54,109,Child
2024-01-03,15:00:00,Jungle Cruise,Adventureland,60,134,242,Adult
2024-01-03,16:00:00,Jungle Cruise,Adventureland,44,69,230,Adult
2024-01-03,17:00:00,Jungle Cruise,Adventureland,40,89,188,Child
2024-01-03,18:00:00,Jungle Cruise,Adventureland,84,152,286,Child
2024-01-03,19:00:00,Jungle Cruise,Adventureland,70,106,182,Senior
2024-01-03,20:00:00,Jungle Cruise,Adventureland,66,25,66,Senior
2024-01-03,21:00:00,Jungle Cruise,Adventureland,60,40,92,Teen
2024-01-03,22:00:00,Jungle Cruise,Adventureland,44,24,88,Senior
2024-01-03,09:00:00,Space Mountain,Tomorrowland,43,11,89,Adult
2024-01-03,10:00:00,Space Mountain,Tomorrowland,81,11,52,Teen
2024-01-03,11:00:00,Space Mountain,Tomorrowland,71,8,72,Child
2024-01-03,12:00:00,Space Mountain,Tomorrowland,70,32,76,Senior
2024-01-03,13:00:00,Space Mountain,Tomorrowland,40,108,200,Teen
2024-01-03,14:00:00,Space Mountain,Tomorrowland,43,178,296,Child
2024-01-03,15:00:00,Space Mountain,Tomorrowland,58,75,161,Adult
2024-01-03,16:00:00,Space Mountain,Tomorrowland,40,113,239,Senior
2024-01-03,17:00:00,Space Mountain,Tomorrowland,77,165,275,Adult
2024-01-03,18:00:00,Space Mountain,Tomorrowland,55,136,260,Child
2024-01-03,19:00:00,Space Mountain,Tomorrowland,40,118,268,Child
2024-01-03,20:00:00,Space Mountain,Tomorrowland,85,27,59,Adult
2024-01-03,21:00:00,Space Mountain,Tomorrowland,59,25,60,Child
2024-01-03,22:00:00,Space Mountain,Tomorrowland,60,29,74,Senior
2024-01-03,09:00:00,it's a small world,Fantasyland,85,27,109,Adult
2024-01-03,10:00:00,it's a small world,Fantasyland,78,20,52,Child
2024-01-03,11:00:00,it's a small world,Fantasyland,53,38,105,Child
2024-01-03,12:00:00,it's a small world,Fantasyland,53,50,114,Senior
2024-01-03,13:00:00,it's a small world,Fantasyland,86,54,110,Teen
2024-01-03,14:00:00,it's a small world,Fantasyland,55,57,110,Child
2024-01-03,15:00:00,it's a small world,Fantasyland,61,132,253,Child
2024-01-03,16:00:00,it's a small world,Fantasyland,86,134,238,Adult
2024-01-03,17:00:00,it's a small world,Fantasyland,66,50,156,Child
2024-01-03,18:00:00,it's a small world,Fantasyland,48,78,151,Teen
2024-01-03,19:00:00,it's a small world,Fantasyland,52,84,199,Child
2024-01-03,20:00:00,it's a small world,Fantasyland,43,23,56,Adult
2024-01-03,21:00:00,it's a small world,Fantasyland,52,35,85,Child
2024-01-03,22:00:00,it's a small world,Fantasyland,78,22,71,Senior
2024-01-03,09:00:00,Peter Pan's Flight,Fantasyland,55,5,68,Adult
2024-01-03,10:00:00,Peter Pan's Flight,Fantasyland,51,34,78,Senior
2024-01-03,11:00:00,Peter Pan's Flight,Fantasyland,82,18,50,Senior
2024-01-03,12:00:00,Peter Pan's Flight,Fantasyland,47,24,84,Adult
2024-01-03,13:00:00,Peter Pan's Flight,Fantasyland,47,79,175,Child
2024-01-03,14:00:00,Peter Pan's Flight,Fantasyland,78,121,236,Teen
2024-01-03,15:00:00,Peter Pan's Flight,Fantasyland,81,153,263,Teen
2024-01-03,16:00:00,Peter Pan's Flight,Fantasyland,65,53,120,Child
2024-01-03,17:00:00,Peter Pan's Flight,Fantasyland,42,74,174,Child
2024-01-03,18:00:00,Peter Pan's Flight,Fantasyland,58,124,258,Adult
2024-01-03,19:00:00,Peter Pan's Flight,Fantasyland,69,106,286,Adult
2024-01-03,20:00:00,Peter Pan's Flight,Fantasyland,83,39,76,Senior
2024-01-03,21:00:00,Peter Pan's Flight,Fantasyland,83,22,76,Senior
2024-01-03,22:00:00,Peter Pan's Flight,Fantasyland,50,22,61,Adult
2024-01-21,09:00:00,Pirates of the Caribbean,Adventureland,84,6,88,Teen
2024-01-21,10:00:00,Pirates of the Caribbean,Adventureland,88,35,97,Senior
2024-01-21,11:00:00,Pirates of the Caribbean,Adventureland,76,9,50,Senior
2024-01-21,12:00:00,Pirates of the Caribbean,Adventureland,64,35,116,Child
2024-01-21,13:00:00,Pirates of the Caribbean,Adventureland,40,109,184,Child
2024-01-21,14:00:00,Pirates of the Caribbean,Adventureland,63,74,200,Child
2024-01-21,15:00:00,Pirates of the Caribbean,Adventureland,54,85,201,Teen
2024-01-21,16:00:00,Pirates of the Caribbean,Adventureland,40,119,211,Child
2024-01-21,17:00:00,Pirates of the Caribbean,Adventureland,48,61,194,Teen
2024-01-21,18:00:00,Pirates of the Caribbean,Adventureland,87,133,287,Child
2024-01-21,19:00:00,Pirates of the Caribbean,Adventureland,64,133,265,Senior
2024-01-21,20:00:00,Pirates of the Caribbean,Adventureland,44,14,67,Child
2024-01-21,21:00:00,Pirates of the Caribbean,Adventureland,87,17,50,Child
2024-01-21,22:00:00,Pirates of the Caribbean,Adventureland,74,24,87,Teen
2024-01-21,09:00:00,Big Thunder Mountain,Frontierland,43,26,75,Adult
2024-01-21,10:00:00,Big Thunder Mountain,Frontierland,87,47,109,Adult
2024-01-21,11:00:00,Big Thunder Mountain,Frontierland,55,10,79,Teen
2024-01-21,12:00:00,Big Thunder Mountain,Frontierland,80,7,100,Child
2024-01-21,13:00:00,Big Thunder Mountain,Frontierland,41,135,259,Senior
2024-01-21,14:00:00,Big Thunder Mountain,Frontierland,49,38,111,Senior
2024-01-21,15:00:00,Big Thunder Mountain,Frontierland,63,112,189,Senior
2024-01-21,16:00:00,Big Thunder Mountain,Frontierland,48,90,175,Adult
2024-01-21,17:00:00,Big Thunder Mountain,Frontierland,41,91,165,Adult
2024-01-21,18:00:00,Big Thunder Mountain,Frontierland,78,126,261,Teen
2024-01-21,19:00:00,Big Thunder Mountain,Frontierland,56,45,111,Adult
2024-01-21,20:00:00,Big Thunder Mountain,Frontierland,61,54,97,Adult
2024-01-21,21:00:00,Big Thunder Mountain,Frontierland,50,36,94,Adult
2024-01-21,22:00:00,Big Thunder Mountain,Frontierland,84,34,64,Child
2024-01-21,09:00:00,Haunted Mansion,Liberty Square,47,18,77,Adult
2024-01-21,10:00:00,Haunted Mansion,Liberty Square,75,28,92,Senior
2024-01-21,11:00:00,Haunted Mansion,Liberty Square,41,11,70,Adult
2024-01-21,12:00:00,Haunted Mansion,Liberty Square,80,9,69,Senior
2024-01-21,13:00:00,Haunted Mansion,Liberty Square,75,116,257,Child
2024-01-21,14:00:00,Haunted Mansion,Liberty Square,47,94,180,Senior
2024-01-21,15:00:00,Haunted Mansion,Liberty Square,85,60,197,Teen
2024-01-21,16:00:00,Haunted Mansion,Liberty Square,75,68,204,Senior
2024-01-21,17:00:00,Haunted Mansion,Liberty Square,78,53,135,Senior
2024-01-21,18:00:00,Haunted Mansion,Liberty Square,64,48,107,Child
2024-01-21,19:00:00,Haunted Mansion,Liberty Square,62,77,175,Teen
2024-01-21,20:00:00,Haunted Mansion,Liberty Square,80,46,98,Senior
2024-01-21,21:00:00,Haunted Mansion,Liberty Square,62,15,51,Teen
2024-01-21,22:00:00,Haunted Mansion,Liberty Square,73,18,72,Adult
2024-01-21,09:00:00,Jungle Cruise,Adventureland,72,20,61,Senior
2024-01-21,10:00:00,Jungle Cruise,Adventureland,63,16,62,Senior
2024-01-21,11:00:00,Jungle Cruise,Adventureland,41,16,56,Senior
2024-01-21,12:00:00,Jungle Cruise,Adventureland,44,16,57,Teen
2024-01-21,13:00:00,Jungle Cruise,Adventureland,63,56,145,Adult
2024-01-21,14:00:00,Jungle Cruise,Adventureland,52,43,119,Teen
2024-01-21,15:00:00,Jungle Cruise,Adventureland,83,101,251,Adult
2024-01-21,16:00:00,Jungle Cruise,Adventureland,40,103,213,Adult
2024-01-21,17:00:00,Jungle Cruise,Adventureland,44,60,114,Senior
2024-01-21,18:00:00,Jungle Cruise,Adventureland,68,89,167,Adult
2024-01-21,19:00:00,Jungle Cruise,Adventureland,54,51,154,Adult
2024-01-21,20:00:00,Jungle Cruise,Adventureland,83,47,94,Child
2024-01-21,21:00:00,Jungle Cruise,Adventureland,86,35,70,Child
2024-01-21,22:00:00,Jungle Cruise,Adventureland,80,22,86,Senior
2024-01-21,09:00:00,Space Mountain,Tomorrowland,67,40,91,Senior
2024-01-21,10:00:00,Space Mountain,Tomorrowland,87,38,83,Senior
2024-01-21,11:00:00,Space Mountain,Tomorrowland,59,40,100,Child
2024-01-21,12:00:00,Space Mountain,Tomorrowland,85,33,97,Child
2024-01-21,13:00:00,Space Mountain,Tomorrowland,65,104,297,Teen
2024-01-21,14:00:00,Space Mountain,Tomorrowland,77,151,290,Senior
2024-01-21,15:00:00,Space Mountain,Tomorrowland,53,122,221,Child
2024-01-21,16:00:00,Space Mountain,Tomorrowland,67,91,238,Teen
2024-01-21,17:00:00,Space Mountain,Tomorrowland,61,56,101,Child
2024-01-21,18:00:00,Space Mountain,Tomorrowland,64,86,244,Teen
2024-01-21,19:00:00,Space Mountain,Tomorrowland,47,52,106,Adult
2024-01-21,20:00:00,Space Mountain,Tomorrowland,75,40,77,Teen
2024-01-21,21:00:00,Space Mountain,Tomorrowland,55,21,63,Teen
2024-01-21,22:00:00,Space Mountain,Tomorrowland,52,47,94,Teen
2024-01-21,09:00:00,it's a small world,Fantasyland,90,21,70,Senior
2024-01-21,10:00:00,it's a small world,Fantasyland,83,44,98,Teen
2024-01-21,11:00:00,it's a small world,Fantasyland,48,13,83,Senior
2024-01-21,12:00:00,it's a small world,Fantasyland,53,22,110,Teen
2024-01-21,13:00:00,it's a small world,Fantasyland,76,84,157,Adult
2024-01-21,14:00:00,it's a small world,Fantasyland,65,91,266,Child
2024-01-21,15:00:00,it's a small world,Fantasyland,58,50,134,Teen
2024-01-21,16:00:00,it's a small world,Fantasyland,56,51,105,Child
2024-01-21,17:00:00,it's a small world,Fantasyland,42,86,164,Child
2024-01-21,18:00:00,it's a small world,Fantasyland,51,50,116,Teen
2024-01-21,19:00:00,it's a small world,Fantasyland,75,86,158,Teen
2024-01-21,20:00:00,it's a small world,Fantasyland,48,31,83,Adult
2024-01-21,21:00:00,it's a small world,Fantasyland,60,20,58,Adult
2024-01-21,22:00:00,it's a small world,Fantasyland,55,20,81,Teen
2024-01-21,09:00:00,Peter Pan's Flight,Fantasyland,78,27,106,Senior
2024-01-21,10:00:00,Peter Pan's Flight,Fantasyland,40,10,58,Teen
2024-01-21,11:00:00,Peter Pan's Flight,Fantasyland,83,4,65,Child
2024-01-21,12:00:00,Peter Pan's Flight,Fantasyland,70,23,100,Teen
2024-01-21,13:00:00,Peter Pan's Flight,Fantasyland,61,79,154,Teen
2024-01-21,14:00:00,Peter Pan's Flight,Fantasyland,60,80,147,Senior
2024-01-21,15:00:00,Peter Pan's Flight,Fantasyland,45,138,260,Teen
2024-01-21,16:00:00,Peter Pan's Flight,Fantasyland,61,60,132,Senior
2024-01-21,17:00:00,Peter Pan's Flight,Fantasyland,57,97,219,Teen
2024-01-21,18:00:00,Peter Pan's Flight,Fantasyland,84,92,152,Child
2024-01-21,19:00:00,Peter Pan's Flight,Fantasyland,61,120,206,Child
2024-01-21,20:00:00,Peter Pan's Flight,Fantasyland,48,34,75,Adult
2024-01-21,21:00:00,Peter Pan's Flight,Fantasyland,64,48,96,Child
2024-01-21,22:00:00,Peter Pan's Flight,Fantasyland,43,16,78,Teen
2024-01-10,09:00:00,Pirates of the Caribbean,Adventureland,75,31,67,Adult
2024-01-10,10:00:00,Pirates of the Caribbean,Adventureland,63,5,60,Senior
2024-01-10,11:00:00,Pirates of the Caribbean,Adventureland,43,8,88,Teen
2024-01-10,12:00:00,Pirates of the Caribbean,Adventureland,55,25,113,Child
2024-01-10,13:00:00,Pirates of the Caribbean,Adventureland,64,136,272,Senior
2024-01-10,14:00:00,Pirates of the Caribbean,Adventureland,42,122,221,Adult
2024-01-10,15:00:00,Pirates of the Caribbean,Adventureland,61,81,229,Senior
2024-01-10,16:00:00,Pirates of the Caribbean,Adventureland,79,93,216,Teen
2024-01-10,17:00:00,Pirates of the Caribbean,Adventureland,60,94,195,Child
2024-01-10,18:00:00,Pirates of the Caribbean,Adventureland,50,118,210,Teen
2024-01-10,19:00:00,Pirates of the Caribbean,Adventureland,79,58,103,Child
2024-01-10,20:00:00,Pirates of the Caribbean,Adventureland,72,30,65,Teen
2024-01-10,21:00:00,Pirates of the Caribbean,Adventureland,90,35,82,Senior
2024-01-10,22:00:00,Pirates of the Caribbean,Adventureland,59,36,100,Senior
2024-01-10,09:00:00,Big Thunder Mountain,Frontierland,86,33,77,Senior
2024-01-10,10:00:00,Big Thunder Mountain,Frontierland,44,27,119,Child
2024-01-10,11:00:00,Big Thunder Mountain,Frontierland,58,36,82,Senior
2024-01-10,12:00:00,Big Thunder Mountain,Frontierland,76,23,54,Adult
2024-01-10,13:00:00,Big Thunder Mountain,Frontierland,68,54,180,Adult
2024-01-10,14:00:00,Big Thunder Mountain,Frontierland,57,132,252,Teen
2024-01-10,15:00:00,Big Thunder Mountain,Frontierland,60,77,136,Senior
2024-01-10,16:00:00,Big Thunder Mountain,Frontierland,78,170,298,Senior
2024-01-10,17:00:00,Big Thunder Mountain,Frontierland,71,63,175,Teen
2024-01-10,18:00:00,Big Thunder Mountain,Frontierland,81,71,133,Teen
2024-01-10,19:00:00,Big Thunder Mountain,Frontierland,77,96,251,Senior
2024-01-10,20:00:00,Big Thunder Mountain,Frontierland,53,16,56,Child
2024-01-10,21:00:00,Big Thunder Mountain,Frontierland,46,33,60,Child
2024-01-10,22:00:00,Big Thunder Mountain,Frontierland,73,24,92,Adult
2024-01-10,09:00:00,Haunted Mansion,Liberty Square,79,10,70,Teen
2024-01-10,10:00:00,Haunted Mansion,Liberty Square,58,29,117,Senior
2024-01-10,11:00:00,Haunted Mansion,Liberty Square,75,15,88,Teen
2024-01-10,12:00:00,Haunted Mansion,Liberty Square,61,28,93,Senior
2024-01-10,13:00:00,Haunted Mansion,Liberty Square,54,134,291,Senior
2024-01-10,14:00:00,Haunted Mansion,Liberty Square,56,67,116,Teen
2024-01-10,15:00:00,Haunted Mansion,Liberty Square,41,48,132,Senior
2024-01-10,16:00:00,Haunted Mansion,Liberty Square,40,117,234,Senior
2024-01-10,17:00:00,Haunted Mansion,Liberty Square,84,46,114,Adult
2024-01-10,18:00:00,Haunted Mansion,Liberty Square,44,50,117,Child
2024-01-10,19:00:00,Haunted Mansion,Liberty Square,51,103,198,Child
2024-01-10,20:00:00,Haunted Mansion,Liberty Square,83,31,96,Adult
2024-01-10,21:00:00,Haunted Mansion,Liberty Square,68,37,86,Senior
2024-01-10,22:00:00,Haunted Mansion,Liberty Square,67,34,69,Adult
2024-01-10,09:00:00,Jungle Cruise,Adventureland,65,17,99,Teen
2024-01-10,10:00:00,Jungle Cruise,Adventureland,41,22,50,Senior
2024-01-10,11:00:00,Jungle Cruise,Adventureland,88,12,69,Senior
2024-01-10,12:00:00,Jungle Cruise,Adventureland,83,6,65,Child
2024-01-10,13:00:00,Jungle Cruise,Adventureland,60,143,246,Teen
2024-01-10,14:00:00,Jungle Cruise,Adventureland,72,66,206,Senior
2024-01-10,15:00:00,Jungle Cruise,Adventureland,67,69,202,Child
2024-01-10,16:00:00,Jungle Cruise,Adventureland,83,54,125,Adult
2024-01-10,17:00:00,Jungle Cruise,Adventureland,68,111,191,Adult
2024-01-10,18:00:00,Jungle Cruise,Adventureland,79,127,287,Senior
2024-01-10,19:00:00,Jungle Cruise,Adventureland,57,69,171,Senior
2024-01-10,20:00:00,Jungle Cruise,Adventureland,76,49,92,Senior
2024-01-10,21:00:00,Jungle Cruise,Adventureland,89,28,70,Adult
2024-01-10,22:00:00,Jungle Cruise,Adventureland,90,35,81,Child
2024-01-10,09:00:00,Space Mountain,Tomorrowland,51,40,103,Teen
2024-01-10,10:00:00,Space Mountain,Tomorrowland,56,7,87,Adult
2024-01-10,11:00:00,Space Mountain,Tomorrowland,70,19,59,Senior
2024-01-10,12:00:00,Space Mountain,Tomorrowland,67,20,95,Adult
2024-01-10,13:00:00,Space Mountain,Tomorrowland,57,44,127,Teen
2024-01-10,14:00:00,Space Mountain,Tomorrowland,40,95,165,Adult
2024-01-10,15:00:00,Space Mountain,Tomorrowland,40,54,166,Senior
2024-01-10,16:00:00,Space Mountain,Tomorrowland,43,53,175,Teen
2024-01-10,17:00:00,Space Mountain,Tomorrowland,64,55,151,Senior
2024-01-10,18:00:00,Space Mountain,Tomorrowland,73,102,236,Child
2024-01-10,19:00:00,Space Mountain,Tomorrowland,68,125,231,Teen
2024-01-10,20:00:00,Space Mountain,Tomorrowland,61,35,70,Child
2024-01-10,21:00:00,Space Mountain,Tomorrowland,73,24,96,Senior
2024-01-10,22:00:00,Space Mountain,Tomorrowland,90,18,51,Senior
2024-01-10,09:00:00,it's a small world,Fantasyland,52,8,92,Teen
2024-01-10,10:00:00,it's a small world,Fantasyland,42,23,53,Adult
2024-01-10,11:00:00,it's a small world,Fantasyland,79,11,58,Adult
2024-01-10,12:00:00,it's a small world,Fantasyland,59,22,51,Senior
2024-01-10,13:00:00,it's a small world,Fantasyland,57,85,263,Senior
2024-01-10,14:00:00,it's a small world,Fantasyland,49,114,252,Senior
2024-01-10,15:00:00,it's a small world,Fantasyland,53,76,134,Adult
2024-01-10,16:00:00,it's a small world,Fantasyland,72,64,186,Adult
2024-01-10,17:00:00,it's a small world,Fantasyland,81,47,128,Adult
2024-01-10,18:00:00,it's a small world,Fantasyland,66,98,199,Adult
2024-01-10,19:00:00,it's a small world,Fantasyland,43,71,234,Adult
2024-01-10,20:00:00,it's a small world,Fantasyland,51,16,70,Senior
2024-01-10,21:00:00,it's a small world,Fantasyland,42,27,63,Senior
2024-01-10,22:00:00,it's a small world,Fantasyland,84,50,98,Adult
2024-01-10,09:00:00,Peter Pan's Flight,Fantasyland,72,9,120,Teen
2024-01-10,10:00:00,Peter Pan's Flight,Fantasyland,40,6,105,Teen
2024-01-10,11:00:00,Peter Pan's Flight,Fantasyland,76,19,82,Teen
2024-01-10,12:00:00,Peter Pan's Flight,Fantasyland,60,11,55,Child
2024-01-10,13:00:00,Peter Pan's Flight,Fantasyland,71,113,190,Teen
2024-01-10,14:00:00,Peter Pan's Flight,Fantasyland,80,86,185,Adult
2024-01-10,15:00:00,Peter Pan's Flight,Fantasyland,80,144,256,Child
2024-01-10,16:00:00,Peter Pan's Flight,Fantasyland,54,79,219,Adult
2024-01-10,17:00:00,Peter Pan's Flight,Fantasyland,76,44,139,Teen
2024-01-10,18:00:00,Peter Pan's Flight,Fantasyland,56,60,124,Senior
2024-01-10,19:00:00,Peter Pan's Flight,Fantasyland,83,119,270,Senior
2024-01-10,20:00:00,Peter Pan's Flight,Fantasyland,41,37,68,Senior
2024-01-10,21:00:00,Peter Pan's Flight,Fantasyland,61,34,79,Adult
2024-01-10,22:00:00,Peter Pan's Flight,Fantasyland,77,23,57,Child
2024-01-28,09:00:00,Pirates of the Caribbean,Adventureland,72,29,66,Adult
2024-01-28,10:00:00,Pirates of the Caribbean,Adventureland,67,35,116,Adult
2024-01-28,11:00:00,Pirates of the Caribbean,Adventureland,87,26,63,Senior
2024-01-28,12:00:00,Pirates of the Caribbean,Adventureland,57,14,70,Teen
2024-01-28,13:00:00,Pirates of the Caribbean,Adventureland,83,83,143,Senior
2024-01-28,14:00:00,Pirates of the Caribbean,Adventureland,73,57,107,Adult
2024-01-28,15:00:00,Pirates of the Caribbean,Adventureland,86,134,284,Senior
2024-01-28,16:00:00,Pirates of the Caribbean,Adventureland,50,139,283,Adult
2024-01-28,17:00:00,Pirates of the Caribbean,Adventureland,52,63,142,Senior
2024-01-28,18:00:00,Pirates of the Caribbean,Adventureland,40,87,223,Teen
2024-01-28,19:00:00,Pirates of the Caribbean,Adventureland,72,72,125,Senior
2024-01-28,20:00:00,Pirates of the Caribbean,Adventureland,73,13,62,Senior
2024-01-28,21:00:00,Pirates of the Caribbean,Adventureland,88,24,75,Teen
2024-01-28,22:00:00,Pirates of the Caribbean,Adventureland,86,23,92,Adult
2024-01-28,09:00:00,Big Thunder Mountain,Frontierland,45,28,89,Child
2024-01-28,10:00:00,Big Thunder Mountain,Frontierland,73,15,103,Teen
2024-01-28,11:00:00,Big Thunder Mountain,Frontierland,88,23,67,Teen
2024-01-28,12:00:00,Big Thunder Mountain,Frontierland,45,28,78,Child
2024-01-28,13:00:00,Big Thunder Mountain,Frontierland,69,106,215,Child
2024-01-28,14:00:00,Big Thunder Mountain,Frontierland,74,81,138,Teen
2024-01-28,15:00:00,Big Thunder Mountain,Frontierland,72,72,158,Child
2024-01-28,16:00:00,Big Thunder Mountain,Frontierland,49,57,109,Senior
2024-01-28,17:00:00,Big Thunder Mountain,Frontierland,58,101,180,Adult
2024-01-28,18:00:00,Big Thunder Mountain,Frontierland,89,133,282,Senior
2024-01-28,19:00:00,Big Thunder Mountain,Frontierland,49,59,114,Adult
2024-01-28,20:00:00,Big Thunder Mountain,Frontierland,64,38,79,Adult
2024-01-28,21:00:00,Big Thunder Mountain,Frontierland,63,35,95,Child
2024-01-28,22:00:00,Big Thunder Mountain,Frontierland,61,44,90,Senior
2024-01-28,09:00:00,Haunted Mansion,Liberty Square,71,26,76,Child
2024-01-28,10:00:00,Haunted Mansion,Liberty Square,60,40,95,Child
2024-01-28,11:00:00,Haunted Mansion,Liberty Square,60,33,91,Child
2024-01-28,12:00:00,Haunted Mansion,Liberty Square,52,25,88,Senior
2024-01-28,13:00:00,Haunted Mansion,Liberty Square,77,60,142,Teen
2024-01-28,14:00:00,Haunted Mansion,Liberty Square,73,88,229,Senior
2024-01-28,15:00:00,Haunted Mansion,Liberty Square,44,74,205,Child
2024-01-28,16:00:00,Haunted Mansion,Liberty Square,74,84,139,Child
2024-01-28,17:00:00,Haunted Mansion,Liberty Square,74,124,275,Senior
2024-01-28,18:00:00,Haunted Mansion,Liberty Square,79,41,120,Teen
2024-01-28,19:00:00,Haunted Mansion,Liberty Square,83,106,251,Child
2024-01-28,20:00:00,Haunted Mansion,Liberty Square,42,17,61,Child
2024-01-28,21:00:00,Haunted Mansion,Liberty Square,68,37,90,Child
2024-01-28,22:00:00,Haunted Mansion,Liberty Square,87,46,85,Child
2024-01-28,09:00:00,Jungle Cruise,Adventureland,49,5,67,Senior
2024-01-28,10:00:00,Jungle Cruise,Adventureland,76,15,50,Senior
2024-01-28,11:00:00,Jungle Cruise,Adventureland,81,7,54,Child
2024-01-28,12:00:00,Jungle Cruise,Adventureland,90,46,108,Teen
2024-01-28,13:00:00,Jungle Cruise,Adventureland,74,71,156,Teen
2024-01-28,14:00:00,Jungle Cruise,Adventureland,73,118,250,Teen
2024-01-28,15:00:00,Jungle Cruise,Adventureland,81,94,199,Teen
2024-01-28,16:00:00,Jungle Cruise,Adventureland,64,60,157,Senior
2024-01-28,17:00:00,Jungle Cruise,Adventureland,81,105,269,Senior
2024-01-28,18:00:00,Jungle Cruise,Adventureland,90,42,111,Adult
2024-01-28,19:00:00,Jungle Cruise,Adventureland,88,48,111,Senior
2024-01-28,20:00:00,Jungle Cruise,Adventureland,46,35,70,Senior
2024-01-28,21:00:00,Jungle Cruise,Adventureland,72,29,83,Teen
2024-01-28,22:00:00,Jungle Cruise,Adventureland,89,30,71,Senior
2024-01-28,09:00:00,Space Mountain,Tomorrowland,40,14,55,Senior
2024-01-28,10:00:00,Space Mountain,Tomorrowland,71,15,54,Teen
2024-01-28,11:00:00,Space Mountain,Tomorrowland,68,24,61,Senior
2024-01-28,12:00:00,Space Mountain,Tomorrowland,55,30,78,Adult
2024-01-28,13:00:00,Space Mountain,Tomorrowland,87,158,281,Adult
2024-01-28,14:00:00,Space Mountain,Tomorrowland,46,52,167,Adult
2024-01-28,15:00:00,Space Mountain,Tomorrowland,89,90,194,Teen
2024-01-28,16:00:00,Space Mountain,Tomorrowland,50,41,126,Adult
2024-01-28,17:00:00,Space Mountain,Tomorrowland,82,46,116,Senior
2024-01-28,18:00:00,Space Mountain,Tomorrowland,53,57,113,Child
2024-01-28,19:00:00,Space Mountain,Tomorrowland,46,100,292,Teen
2024-01-28,20:00:00,Space Mountain,Tomorrowland,60,37,91,Child
2024-01-28,21:00:00,Space Mountain,Tomorrowland,61,28,62,Senior
2024-01-28,22:00:00,Space Mountain,Tomorrowland,61,23,57,Senior
2024-01-28,09:00:00,it's a small world,Fantasyland,89,13,68,Adult
2024-01-28,10:00:00,it's a small world,Fantasyland,74,23,84,Senior
