Date,Daytime,Ride_Name,Fast_Pass_Plus_Tickets,Total_Ticket_Sale_In_Last_Hour,Highest_Age_Group
2024-01-24,13:00:00,Enchanted Tiki Room,72,144,Child
2024-01-24,14:00:00,Enchanted Tiki Room,98,171,Teen
2024-01-24,15:00:00,Enchanted Tiki Room,86,237,Adult
2024-01-24,16:00:00,Enchanted Tiki Room,167,287,Child
2024-01-24,17:00:00,Enchanted Tiki Room,92,286,Child
2024-01-24,18:00:00,Enchanted Tiki Room,115,229,Child
2024-01-24,19:00:00,Enchanted Tiki Room,120,248,Senior
2024-01-24,20:00:00,Enchanted Tiki Room,33,99,Child
2024-01-24,21:00:00,Enchanted Tiki Room,31,85,Senior
2024-01-24,22:00:00,Enchanted Tiki Room,27,91,Adult
2024-01-24,09:00:00,Jungle Cruise,19,100,Adult
2024-01-24,10:00:00,Jungle Cruise,23,67,Child
2024-01-24,11:00:00,Jungle Cruise,28,100,Child
2024-01-24,12:00:00,Jungle Cruise,36,80,Teen
2024-01-24,13:00:00,Jungle Cruise,135,293,Teen
2024-01-24,14:00:00,Jungle Cruise,75,214,Teen
2024-01-24,15:00:00,Jungle Cruise,147,244,Teen
2024-01-24,16:00:00,Jungle Cruise,153,288,Senior
2024-01-24,17:00:00,Jungle Cruise,60,191,Teen
2024-01-24,18:00:00,Jungle Cruise,133,294,Teen
2024-01-24,19:00:00,Jungle Cruise,45,116,Adult
2024-01-24,20:00:00,Jungle Cruise,15,64,Teen
2024-01-24,21:00:00,Jungle Cruise,36,83,Senior
2024-01-24,22:00:00,Jungle Cruise,40,80,Child
2024-01-24,09:00:00,The Magic Carpets of Aladdin,14,55,Child
2024-01-24,10:00:00,The Magic Carpets of Aladdin,53,116,Adult
2024-01-24,11:00:00,The Magic Carpets of Aladdin,35,83,Teen
2024-01-24,12:00:00,The Magic Carpets of Aladdin,29,98,Adult
2024-01-24,13:00:00,The Magic Carpets of Aladdin,125,250,Child
2024-01-24,14:00:00,The Magic Carpets of Aladdin,89,232,Senior
2024-01-24,15:00:00,The Magic Carpets of Aladdin,73,157,Senior
2024-01-24,16:00:00,The Magic Carpets of Aladdin,107,190,Adult
2024-01-24,17:00:00,The Magic Carpets of Aladdin,124,224,Senior
2024-01-24,18:00:00,The Magic Carpets of Aladdin,77,254,Teen
2024-01-24,19:00:00,The Magic Carpets of Aladdin,75,212,Teen
2024-01-24,20:00:00,The Magic Carpets of Aladdin,29,54,Adult
2024-01-24,21:00:00,The Magic Carpets of Aladdin,19,63,Teen
2024-01-24,22:00:00,The Magic Carpets of Aladdin,26,60,Child
2024-01-24,09:00:00,Pirates of the Caribbean,25,79,Adult
2024-01-24,10:00:00,Pirates of the Caribbean,23,64,Senior
2024-01-24,11:00:00,Pirates of the Caribbean,20,111,Teen
2024-01-24,12:00:00,Pirates of the Caribbean,7,102,Teen
2024-01-24,13:00:00,Pirates of the Caribbean,38,111,Teen
2024-01-24,14:00:00,Pirates of the Caribbean,67,134,Child
2024-01-24,15:00:00,Pirates of the Caribbean,84,246,Child
2024-01-24,16:00:00,Pirates of the Caribbean,54,142,Teen
2024-01-24,17:00:00,Pirates of the Caribbean,140,232,Senior
2024-01-24,18:00:00,Pirates of the Caribbean,122,253,Child
2024-01-24,19:00:00,Pirates of the Caribbean,151,284,Adult
2024-01-24,20:00:00,Pirates of the Caribbean,19,55,Senior
2024-01-24,21:00:00,Pirates of the Caribbean,44,88,Senior
2024-01-24,22:00:00,Pirates of the Caribbean,21,60,Senior
2024-01-24,09:00:00,Swiss Family Treehouse,29,68,Teen
2024-01-24,10:00:00,Swiss Family Treehouse,25,115,Teen
2024-01-24,11:00:00,Swiss Family Treehouse,32,93,Child
2024-01-24,12:00:00,Swiss Family Treehouse,23,79,Senior
2024-01-24,13:00:00,Swiss Family Treehouse,44,133,Child
2024-01-24,14:00:00,Swiss Family Treehouse,70,151,Senior
2024-01-24,15:00:00,Swiss Family Treehouse,68,138,Child
2024-01-24,16:00:00,Swiss Family Treehouse,66,145,Child
2024-01-24,17:00:00,Swiss Family Treehouse,141,300,Child
2024-01-24,18:00:00,Swiss Family Treehouse,56,123,Teen
2024-01-24,19:00:00,Swiss Family Treehouse,120,254,Child
2024-01-24,20:00:00,Swiss Family Treehouse,47,99,Senior
2024-01-24,21:00:00,Swiss Family Treehouse,17,73,Senior
2024-01-24,22:00:00,Swiss Family Treehouse,32,64,Senior
2024-01-24,09:00:00,Fantasyland,40,94,Child
2024-01-24,10:00:00,Fantasyland,14,104,Adult
2024-01-24,11:00:00,Fantasyland,22,111,Child
2024-01-24,12:00:00,Fantasyland,37,86,Senior
2024-01-24,13:00:00,Fantasyland,60,165,Child
2024-01-24,14:00:00,Fantasyland,149,281,Child
2024-01-24,15:00:00,Fantasyland,114,247,Child
2024-01-24,16:00:00,Fantasyland,70,233,Senior
2024-01-24,17:00:00,Fantasyland,97,267,Adult
2024-01-24,18:00:00,Fantasyland,84,204,Child
2024-01-24,19:00:00,Fantasyland,60,139,Adult
2024-01-24,20:00:00,Fantasyland,36,66,Senior
2024-01-24,21:00:00,Fantasyland,37,86,Adult
2024-01-24,22:00:00,Fantasyland,42,93,Teen
2024-01-24,09:00:00,The Barnstormer,41,102,Senior
2024-01-24,10:00:00,The Barnstormer,21,72,Senior
2024-01-24,11:00:00,The Barnstormer,20,82,Adult
2024-01-24,12:00:00,The Barnstormer,13,100,Child
2024-01-24,13:00:00,The Barnstormer,108,291,Senior
2024-01-24,14:00:00,The Barnstormer,156,300,Teen
2024-01-24,15:00:00,The Barnstormer,45,125,Senior
2024-01-24,16:00:00,The Barnstormer,103,186,Child
2024-01-24,17:00:00,The Barnstormer,60,141,Child
2024-01-24,18:00:00,The Barnstormer,69,123,Teen
2024-01-24,19:00:00,The Barnstormer,130,220,Senior
2024-01-24,20:00:00,The Barnstormer,14,55,Adult
2024-01-24,21:00:00,The Barnstormer,28,64,Child
2024-01-24,22:00:00,The Barnstormer,20,88,Senior
2024-01-24,09:00:00,Dumbo the Flying Elephant,45,101,Adult
2024-01-24,10:00:00,Dumbo the Flying Elephant,10,57,Senior
2024-01-24,11:00:00,Dumbo the Flying Elephant,6,106,Teen
2024-01-24,12:00:00,Dumbo the Flying Elephant,27,116,Teen
2024-01-24,13:00:00,Dumbo the Flying Elephant,60,108,Teen
2024-01-24,14:00:00,Dumbo the Flying Elephant,90,257,Child
2024-01-24,15:00:00,Dumbo the Flying Elephant,72,192,Child
2024-01-24,16:00:00,Dumbo the Flying Elephant,45,140,Adult
2024-01-24,17:00:00,Dumbo the Flying Elephant,126,299,Adult
2024-01-24,18:00:00,Dumbo the Flying Elephant,114,271,Senior
2024-01-24,19:00:00,Dumbo the Flying Elephant,90,250,Child
2024-01-24,20:00:00,Dumbo the Flying Elephant,24,97,Child
2024-01-24,21:00:00,Dumbo the Flying Elephant,33,85,Adult
2024-01-24,22:00:00,Dumbo the Flying Elephant,27,72,Teen
2024-01-24,09:00:00,Enchanted Tales with Belle,26,74,Senior
2024-01-24,10:00:00,Enchanted Tales with Belle,11,50,Teen
2024-01-24,11:00:00,Enchanted Tales with Belle,38,102,Child
2024-01-24,12:00:00,Enchanted Tales with Belle,22,59,Adult
2024-01-24,13:00:00,Enchanted Tales with Belle,113,187,Child
2024-01-24,14:00:00,Enchanted Tales with Belle,139,231,Adult
2024-01-24,15:00:00,Enchanted Tales with Belle,133,237,Adult
2024-01-24,16:00:00,Enchanted Tales with Belle,122,277,Senior
2024-01-24,17:00:00,Enchanted Tales with Belle,110,244,Teen
2024-01-24,18:00:00,Enchanted Tales with Belle,118,293,Senior
2024-01-24,19:00:00,Enchanted Tales with Belle,121,274,Child
2024-01-24,20:00:00,Enchanted Tales with Belle,22,80,Adult
2024-01-24,21:00:00,Enchanted Tales with Belle,24,54,Teen
2024-01-24,22:00:00,Enchanted Tales with Belle,32,93,Adult
2024-01-24,09:00:00,it's a small world,28,102,Child
2024-01-24,10:00:00,it's a small world,17,83,Adult
2024-01-24,11:00:00,it's a small world,19,61,Adult
2024-01-24,12:00:00,it's a small world,24,59,Teen
2024-01-24,13:00:00,it's a small world,89,221,Adult
2024-01-24,14:00:00,it's a small world,90,155,Adult
2024-01-24,15:00:00,it's a small world,88,146,Teen
2024-01-24,16:00:00,it's a small world,121,227,Teen
2024-01-24,17:00:00,it's a small world,85,160,Teen
2024-01-24,18:00:00,it's a small world,61,167,Teen
2024-01-24,19:00:00,it's a small world,85,151,Teen
2024-01-24,20:00:00,it's a small world,38,89,Teen
2024-01-24,21:00:00,it's a small world,26,99,Child
2024-01-24,22:00:00,it's a small world,29,55,Child
2024-01-24,09:00:00,Mad Tea Party,9,119,Senior
2024-01-24,10:00:00,Mad Tea Party,43,97,Adult
2024-01-24,11:00:00,Mad Tea Party,47,113,Adult
2024-01-24,12:00:00,Mad Tea Party,18,112,Adult
2024-01-24,13:00:00,Mad Tea Party,75,201,Teen
2024-01-24,14:00:00,Mad Tea Party,52,113,Senior
2024-01-24,15:00:00,Mad Tea Party,134,222,Child
2024-01-24,16:00:00,Mad Tea Party,94,228,Senior
2024-01-24,17:00:00,Mad Tea Party,149,275,Teen
2024-01-24,18:00:00,Mad Tea Party,72,217,Senior
2024-01-24,19:00:00,Mad Tea Party,94,180,Child
2024-01-24,20:00:00,Mad Tea Party,17,50,Senior
2024-01-24,21:00:00,Mad Tea Party,23,87,Adult
2024-01-24,22:00:00,Mad Tea Party,27,73,Teen
2024-01-24,09:00:00,Mickey's PhilharMagic,26,120,Teen
2024-01-24,10:00:00,Mickey's PhilharMagic,30,84,Adult
2024-01-24,11:00:00,Mickey's PhilharMagic,16,96,Senior
2024-01-24,12:00:00,Mickey's PhilharMagic,19,104,Senior
2024-01-24,13:00:00,Mickey's PhilharMagic,151,279,Adult
2024-01-24,14:00:00,Mickey's PhilharMagic,111,193,Senior
2024-01-24,15:00:00,Mickey's PhilharMagic,76,171,Teen
2024-01-24,16:00:00,Mickey's PhilharMagic,84,246,Teen
2024-01-24,17:00:00,Mickey's PhilharMagic,67,125,Adult
2024-01-24,18:00:00,Mickey's PhilharMagic,76,160,Senior
2024-01-24,19:00:00,Mickey's PhilharMagic,71,197,Teen
2024-01-24,20:00:00,Mickey's PhilharMagic,29,97,Senior
2024-01-24,21:00:00,Mickey's PhilharMagic,16,50,Senior
2024-01-24,22:00:00,Mickey's PhilharMagic,23,81,Adult
2024-01-24,09:00:00,The Many Adventures of Winnie the Pooh,27,112,Adult
2024-01-24,10:00:00,The Many Adventures of Winnie the Pooh,17,56,Child
2024-01-24,11:00:00,The Many Adventures of Winnie the Pooh,6,70,Teen
2024-01-24,12:00:00,The Many Adventures of Winnie the Pooh,29,82,Child
2024-01-24,13:00:00,The Many Adventures of Winnie the Pooh,114,215,Adult
2024-01-24,14:00:00,The Many Adventures of Winnie the Pooh,69,166,Adult
2024-01-24,15:00:00,The Many Adventures of Winnie the Pooh,115,243,Adult
2024-01-24,16:00:00,The Many Adventures of Winnie the Pooh,57,188,Senior
2024-01-24,17:00:00,The Many Adventures of Winnie the Pooh,54,131,Teen
2024-01-24,18:00:00,The Many Adventures of Winnie the Pooh,119,247,Teen
2024-01-24,19:00:00,The Many Adventures of Winnie the Pooh,117,299,Adult
2024-01-24,20:00:00,The Many Adventures of Winnie the Pooh,37,70,Senior
2024-01-24,21:00:00,The Many Adventures of Winnie the Pooh,48,99,Child
2024-01-24,22:00:00,The Many Adventures of Winnie the Pooh,29,74,Senior
2024-01-24,09:00:00,Peter Pan's Flight,11,68,Adult
2024-01-24,10:00:00,Peter Pan's Flight,47,103,Senior
2024-01-24,11:00:00,Peter Pan's Flight,6,59,Teen
2024-01-24,12:00:00,Peter Pan's Flight,18,93,Adult
2024-01-24,13:00:00,Peter Pan's Flight,91,181,Adult
2024-01-24,14:00:00,Peter Pan's Flight,107,281,Senior
2024-01-24,15:00:00,Peter Pan's Flight,99,169,Senior
2024-01-24,16:00:00,Peter Pan's Flight,171,299,Adult
2024-01-24,17:00:00,Peter Pan's Flight,140,291,Senior
2024-01-24,18:00:00,Peter Pan's Flight,72,205,Teen
2024-01-24,19:00:00,Peter Pan's Flight,36,105,Teen
2024-01-24,20:00:00,Peter Pan's Flight,34,92,Child
2024-01-24,21:00:00,Peter Pan's Flight,19,63,Senior
2024-01-24,22:00:00,Peter Pan's Flight,15,56,Child
2024-01-24,09:00:00,Prince Charming's Regal Carrousel,44,110,Child
2024-01-24,10:00:00,Prince Charming's Regal Carrousel,16,53,Child
2024-01-24,11:00:00,Prince Charming's Regal Carrousel,14,63,Teen
2024-01-24,12:00:00,Prince Charming's Regal Carrousel,18,60,Adult
2024-01-24,13:00:00,Prince Charming's Regal Carrousel,59,158,Adult
2024-01-24,14:00:00,Prince Charming's Regal Carrousel,107,213,Teen
2024-01-24,15:00:00,Prince Charming's Regal Carrousel,62,133,Teen
2024-01-24,16:00:00,Prince Charming's Regal Carrousel,34,107,Adult
2024-01-24,17:00:00,Prince Charming's Regal Carrousel,105,183,Senior
2024-01-24,18:00:00,Prince Charming's Regal Carrousel,125,219,Adult
2024-01-24,19:00:00,Prince Charming's Regal Carrousel,106,240,Teen
2024-01-24,20:00:00,Prince Charming's Regal Carrousel,51,94,Teen
2024-01-24,21:00:00,Prince Charming's Regal Carrousel,43,87,Senior
2024-01-24,22:00:00,Prince Charming's Regal Carrousel,45,83,Adult
2024-01-24,09:00:00,Princess Fairytale Hall,33,94,Teen
2024-01-24,10:00:00,Princess Fairytale Hall,21,61,Adult
2024-01-24,11:00:00,Princess Fairytale Hall,30,96,Adult
2024-01-24,12:00:00,Princess Fairytale Hall,17,69,Child
2024-01-24,13:00:00,Princess Fairytale Hall,46,100,Teen
2024-01-24,14:00:00,Princess Fairytale Hall,74,188,Senior
2024-01-24,15:00:00,Princess Fairytale Hall,71,236,Senior
2024-01-24,16:00:00,Princess Fairytale Hall,132,293,Adult
2024-01-24,17:00:00,Princess Fairytale Hall,56,102,Senior
2024-01-24,18:00:00,Princess Fairytale Hall,86,174,Teen
2024-01-24,19:00:00,Princess Fairytale Hall,48,101,Adult
2024-01-24,20:00:00,Princess Fairytale Hall,29,62,Senior
2024-01-24,21:00:00,Princess Fairytale Hall,27,75,Teen
2024-01-24,22:00:00,Princess Fairytale Hall,42,95,Senior
2024-01-24,09:00:00,Seven Dwarfs Mine Train,17,78,Child
2024-01-24,10:00:00,Seven Dwarfs Mine Train,47,104,Teen
2024-01-24,11:00:00,Seven Dwarfs Mine Train,52,116,Adult
2024-01-24,12:00:00,Seven Dwarfs Mine Train,34,86,Adult
2024-01-24,13:00:00,Seven Dwarfs Mine Train,74,205,Child
2024-01-24,14:00:00,Seven Dwarfs Mine Train,50,146,Adult
2024-01-24,15:00:00,Seven Dwarfs Mine Train,64,128,Senior
2024-01-24,16:00:00,Seven Dwarfs Mine Train,114,258,Adult
2024-01-24,17:00:00,Seven Dwarfs Mine Train,137,279,Senior
2024-01-24,18:00:00,Seven Dwarfs Mine Train,60,148,Child
2024-01-24,19:00:00,Seven Dwarfs Mine Train,43,138,Child
2024-01-24,20:00:00,Seven Dwarfs Mine Train,16,61,Adult
2024-01-24,21:00:00,Seven Dwarfs Mine Train,19,67,Senior
2024-01-24,22:00:00,Seven Dwarfs Mine Train,20,96,Teen
2024-01-24,09:00:00,Under the Sea: Journey of the Little Mermaid,9,61,Child
2024-01-24,10:00:00,Under the Sea: Journey of the Little Mermaid,21,113,Adult
2024-01-24,11:00:00,Under the Sea: Journey of the Little Mermaid,25,103,Senior
2024-01-24,12:00:00,Under the Sea: Journey of the Little Mermaid,33,97,Child
2024-01-24,13:00:00,Under the Sea: Journey of the Little Mermaid,59,184,Teen
2024-01-24,14:00:00,Under the Sea: Journey of the Little Mermaid,44,114,Senior
2024-01-24,15:00:00,Under the Sea: Journey of the Little Mermaid,56,118,Senior
2024-01-24,16:00:00,Under the Sea: Journey of the Little Mermaid,53,146,Adult
2024-01-24,17:00:00,Under the Sea: Journey of the Little Mermaid,111,197,Child
2024-01-24,18:00:00,Under the Sea: Journey of the Little Mermaid,71,131,Teen
2024-01-24,19:00:00,Under the Sea: Journey of the Little Mermaid,107,198,Senior
2024-01-24,20:00:00,Under the Sea: Journey of the Little Mermaid,15,65,Teen
2024-01-24,21:00:00,Under the Sea: Journey of the Little Mermaid,21,79,Teen
2024-01-24,22:00:00,Under the Sea: Journey of the Little Mermaid,36,80,Adult
2024-01-24,09:00:00,Frontierland,14,91,Child
2024-01-24,10:00:00,Frontierland,46,120,Child
2024-01-24,11:00:00,Frontierland,29,82,Adult
2024-01-24,12:00:00,Frontierland,21,75,Child
2024-01-24,13:00:00,Frontierland,98,270,Child
2024-01-24,14:00:00,Frontierland,80,160,Senior
2024-01-24,15:00:00,Frontierland,55,183,Teen
2024-01-24,16:00:00,Frontierland,82,170,Child
2024-01-24,17:00:00,Frontierland,111,201,Teen
2024-01-24,18:00:00,Frontierland,32,102,Senior
2024-01-24,19:00:00,Frontierland,136,276,Teen
2024-01-24,20:00:00,Frontierland,19,73,Teen
2024-01-24,21:00:00,Frontierland,31,60,Child
2024-01-24,22:00:00,Frontierland,39,93,Child
2024-01-24,09:00:00,Big Thunder Mountain,16,57,Teen
2024-01-24,10:00:00,Big Thunder Mountain,13,118,Teen
2024-01-24,11:00:00,Big Thunder Mountain,22,112,Adult
2024-01-24,12:00:00,Big Thunder Mountain,32,94,Teen
2024-01-24,13:00:00,Big Thunder Mountain,55,105,Senior
2024-01-24,14:00:00,Big Thunder Mountain,102,191,Teen
2024-01-24,15:00:00,Big Thunder Mountain,96,164,Child
2024-01-24,16:00:00,Big Thunder Mountain,117,224,Senior
2024-01-24,17:00:00,Big Thunder Mountain,95,243,Senior
2024-01-24,18:00:00,Big Thunder Mountain,72,148,Teen
2024-01-24,19:00:00,Big Thunder Mountain,98,239,Adult
2024-01-24,20:00:00,Big Thunder Mountain,48,96,Adult
2024-01-24,21:00:00,Big Thunder Mountain,49,88,Teen
2024-01-24,22:00:00,Big Thunder Mountain,29,54,Teen
2024-01-24,09:00:00,Country Bear Jamboree,25,107,Adult
2024-01-24,10:00:00,Country Bear Jamboree,34,119,Senior
2024-01-24,11:00:00,Country Bear Jamboree,23,50,Senior
2024-01-24,12:00:00,Country Bear Jamboree,5,73,Adult
2024-01-24,13:00:00,Country Bear Jamboree,147,298,Teen
2024-01-24,14:00:00,Country Bear Jamboree,97,182,Child
2024-01-24,15:00:00,Country Bear Jamboree,161,268,Senior
2024-01-24,16:00:00,Country Bear Jamboree,69,148,Senior
2024-01-24,17:00:00,Country Bear Jamboree,140,296,Teen
2024-01-24,18:00:00,Country Bear Jamboree,100,256,Adult
2024-01-24,19:00:00,Country Bear Jamboree,102,204,Adult
2024-01-24,20:00:00,Country Bear Jamboree,15,57,Child
2024-01-24,21:00:00,Country Bear Jamboree,15,52,Teen
2024-01-24,22:00:00,Country Bear Jamboree,17,52,Child
2024-01-24,09:00:00,Tom Sawyer Island,20,112,Child
2024-01-24,10:00:00,Tom Sawyer Island,23,54,Senior
2024-01-24,11:00:00,Tom Sawyer Island,43,112,Adult
2024-01-24,12:00:00,Tom Sawyer Island,16,56,Teen
2024-01-24,13:00:00,Tom Sawyer Island,133,255,Child
2024-01-24,14:00:00,Tom Sawyer Island,61,103,Teen
2024-01-24,15:00:00,Tom Sawyer Island,121,267,Child
2024-01-24,16:00:00,Tom Sawyer Island,121,219,Child
2024-01-24,17:00:00,Tom Sawyer Island,91,192,Senior
2024-01-24,18:00:00,Tom Sawyer Island,107,194,Child
2024-01-24,19:00:00,Tom Sawyer Island,98,257,Child
2024-01-24,20:00:00,Tom Sawyer Island,24,96,Adult
2024-01-24,21:00:00,Tom Sawyer Island,18,54,Child
2024-01-24,22:00:00,Tom Sawyer Island,20,56,Senior
2024-01-24,09:00:00,Splash Mountain,13,74,Teen
2024-01-24,10:00:00,Splash Mountain,29,72,Senior
2024-01-24,11:00:00,Splash Mountain,29,63,Adult
2024-01-24,12:00:00,Splash Mountain,35,108,Child
2024-01-24,13:00:00,Splash Mountain,79,142,Teen
2024-01-24,14:00:00,Splash Mountain,101,240,Adult
2024-01-24,15:00:00,Splash Mountain,94,268,Senior
2024-01-24,16:00:00,Splash Mountain,111,190,Adult
2024-01-24,17:00:00,Splash Mountain,96,240,Adult
2024-01-24,18:00:00,Splash Mountain,111,205,Senior
2024-01-24,19:00:00,Splash Mountain,114,285,Teen
2024-01-24,20:00:00,Splash Mountain,47,86,Teen
2024-01-24,21:00:00,Splash Mountain,41,74,Adult
2024-01-24,22:00:00,Splash Mountain,36,73,Senior
2024-01-24,09:00:00,Liberty Square,5,100,Child
2024-01-24,10:00:00,Liberty Square,37,86,Child
2024-01-24,11:00:00,Liberty Square,16,116,Adult
2024-01-24,12:00:00,Liberty Square,12,50,Teen
2024-01-24,13:00:00,Liberty Square,88,154,Adult
2024-01-24,14:00:00,Liberty Square,57,105,Adult
2024-01-24,15:00:00,Liberty Square,111,241,Teen
2024-01-24,16:00:00,Liberty Square,39,124,Senior
2024-01-24,17:00:00,Liberty Square,65,191,Teen
2024-01-24,18:00:00,Liberty Square,69,167,Teen
2024-01-24,19:00:00,Liberty Square,61,159,Adult
2024-01-24,20:00:00,Liberty Square,25,55,Teen
2024-01-24,21:00:00,Liberty Square,24,96,Adult
2024-01-24,22:00:00,Liberty Square,50,100,Teen
2024-01-24,09:00:00,The Hall of Presidents,46,112,Child
2024-01-24,10:00:00,The Hall of Presidents,7,88,Senior
2024-01-24,11:00:00,The Hall of Presidents,5,60,Adult
2024-01-24,12:00:00,The Hall of Presidents,31,94,Senior
2024-01-24,13:00:00,The Hall of Presidents,75,130,Teen
2024-01-24,14:00:00,The Hall of Presidents,146,291,Child
2024-01-24,15:00:00,The Hall of Presidents,142,262,Senior
2024-01-24,16:00:00,The Hall of Presidents,45,113,Child
2024-01-24,17:00:00,The Hall of Presidents,86,181,Teen
2024-01-24,18:00:00,The Hall of Presidents,85,183,Teen
2024-01-24,19:00:00,The Hall of Presidents,44,139,Senior
2024-01-24,20:00:00,The Hall of Presidents,41,78,Child
2024-01-24,21:00:00,The Hall of Presidents,31,64,Adult
2024-01-24,22:00:00,The Hall of Presidents,45,100,Teen
2024-01-24,09:00:00,Haunted Mansion,18,66,Child
2024-01-24,10:00:00,Haunted Mansion,46,110,Child
2024-01-24,11:00:00,Haunted Mansion,36,120,Adult
2024-01-24,12:00:00,Haunted Mansion,18,60,Senior
2024-01-24,13:00:00,Haunted Mansion,155,298,Teen
2024-01-24,14:00:00,Haunted Mansion,101,295,Senior
2024-01-24,15:00:00,Haunted Mansion,88,243,Senior
2024-01-24,16:00:00,Haunted Mansion,101,201,Teen
2024-01-24,17:00:00,Haunted Mansion,120,243,Teen
2024-01-24,18:00:00,Haunted Mansion,52,162,Adult
2024-01-24,19:00:00,Haunted Mansion,129,298,Adult
2024-01-24,20:00:00,Haunted Mansion,24,93,Child
2024-01-24,21:00:00,Haunted Mansion,43,92,Senior
2024-01-24,22:00:00,Haunted Mansion,31,73,Teen
2024-01-24,09:00:00,Liberty Square Riverboat,25,91,Child
2024-01-24,10:00:00,Liberty Square Riverboat,14,89,Adult
2024-01-24,11:00:00,Liberty Square Riverboat,47,106,Teen
2024-01-24,12:00:00,Liberty Square Riverboat,8,106,Teen
2024-01-24,13:00:00,Liberty Square Riverboat,78,151,Adult
2024-01-24,14:00:00,Liberty Square Riverboat,76,139,Child
2024-01-24,15:00:00,Liberty Square Riverboat,68,128,Child
2024-01-24,16:00:00,Liberty Square Riverboat,98,162,Teen
2024-01-24,17:00:00,Liberty Square Riverboat,52,173,Adult
2024-01-24,18:00:00,Liberty Square Riverboat,153,277,Child
2024-01-24,19:00:00,Liberty Square Riverboat,79,178,Senior
2024-01-24,20:00:00,Liberty Square Riverboat,21,51,Teen
2024-01-24,21:00:00,Liberty Square Riverboat,53,97,Teen
2024-01-24,22:00:00,Liberty Square Riverboat,35,63,Adult
2024-01-24,09:00:00,Main Street USA,42,120,Teen
2024-01-24,10:00:00,Main Street USA,16,52,Child
2024-01-24,11:00:00,Main Street USA,13,82,Child
2024-01-24,12:00:00,Main Street USA,15,86,Adult
2024-01-24,13:00:00,Main Street USA,50,113,Child
2024-01-24,14:00:00,Main Street USA,50,117,Adult
2024-01-24,15:00:00,Main Street USA,154,269,Adult
2024-01-24,16:00:00,Main Street USA,39,127,Adult
2024-01-24,17:00:00,Main Street USA,112,266,Teen
2024-01-24,18:00:00,Main Street USA,91,197,Child
2024-01-24,19:00:00,Main Street USA,81,180,Child
2024-01-24,20:00:00,Main Street USA,20,61,Senior
2024-01-24,21:00:00,Main Street USA,18,85,Child
2024-01-24,22:00:00,Main Street USA,35,65,Adult
2024-01-24,09:00:00,Tomorrowland,34,92,Senior
2024-01-24,10:00:00,Tomorrowland,5,70,Adult
2024-01-24,11:00:00,Tomorrowland,26,95,Adult
2024-01-24,12:00:00,Tomorrowland,30,80,Adult
2024-01-24,13:00:00,Tomorrowland,58,115,Adult
2024-01-24,14:00:00,Tomorrowland,116,199,Child
2024-01-24,15:00:00,Tomorrowland,146,242,Adult
2024-01-24,16:00:00,Tomorrowland,54,157,Adult
2024-01-24,17:00:00,Tomorrowland,102,200,Teen
2024-01-24,18:00:00,Tomorrowland,65,122,Senior
2024-01-24,19:00:00,Tomorrowland,140,233,Teen
2024-01-24,20:00:00,Tomorrowland,27,76,Teen
2024-01-24,21:00:00,Tomorrowland,31,77,Adult
2024-01-24,22:00:00,Tomorrowland,43,78,Teen
2024-01-24,09:00:00,Astro Orbiter,10,76,Teen
2024-01-24,10:00:00,Astro Orbiter,17,67,Teen
2024-01-24,11:00:00,Astro Orbiter,15,105,Teen
2024-01-24,12:00:00,Astro Orbiter,9,90,Child
2024-01-24,13:00:00,Astro Orbiter,59,147,Teen
2024-01-24,14:00:00,Astro Orbiter,86,286,Adult
2024-01-24,15:00:00,Astro Orbiter,123,205,Senior
2024-01-24,16:00:00,Astro Orbiter,78,177,Adult
2024-01-24,17:00:00,Astro Orbiter,75,138,Teen
2024-01-24,18:00:00,Astro Orbiter,44,127,Teen
2024-01-24,19:00:00,Astro Orbiter,58,106,Adult
2024-01-24,20:00:00,Astro Orbiter,30,88,Teen
2024-01-24,21:00:00,Astro Orbiter,14,64,Adult
2024-01-24,22:00:00,Astro Orbiter,28,55,Teen
2024-01-24,09:00:00,Buzz Lightyear's Space Ranger Spin,50,114,Senior
2024-01-24,10:00:00,Buzz Lightyear's Space Ranger Spin,16,97,Senior
2024-01-24,11:00:00,Buzz Lightyear's Space Ranger Spin,40,112,Teen
2024-01-24,12:00:00,Buzz Lightyear's Space Ranger Spin,12,70,Teen
2024-01-24,13:00:00,Buzz Lightyear's Space Ranger Spin,47,108,Child
2024-01-24,14:00:00,Buzz Lightyear's Space Ranger Spin,102,169,Senior
2024-01-24,15:00:00,Buzz Lightyear's Space Ranger Spin,83,156,Teen
2024-01-24,16:00:00,Buzz Lightyear's Space Ranger Spin,106,293,Child
2024-01-24,17:00:00,Buzz Lightyear's Space Ranger Spin,86,145,Senior
2024-01-24,18:00:00,Buzz Lightyear's Space Ranger Spin,116,257,Adult
2024-01-24,19:00:00,Buzz Lightyear's Space Ranger Spin,126,217,Teen
2024-01-24,20:00:00,Buzz Lightyear's Space Ranger Spin,35,77,Child
2024-01-24,21:00:00,Buzz Lightyear's Space Ranger Spin,39,88,Adult
2024-01-24,22:00:00,Buzz Lightyear's Space Ranger Spin,41,75,Child
2024-01-24,09:00:00,Carousel of Progress,13,116,Senior
2024-01-24,10:00:00,Carousel of Progress,8,108,Teen
2024-01-24,11:00:00,Carousel of Progress,46,116,Senior
2024-01-24,12:00:00,Carousel of Progress,22,55,Senior
